Employee Number,Job Role,Department,Business Travel,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Total Working Years,Job Level,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance,Relationship Satisfaction,Job Involvement,Training Times Last Year,Over Time
1131,Research Scientist,R&D,Travel_Rarely,2,2,2,2,2,1,3,2,4,4,3,2,6,Yes
1132,Laboratory Technician,R&D,Non-Travel,5,4,0,3,9,2,3,2,3,2,3,3,2,No
1133,Manufacturing Director,R&D,Non-Travel,11,9,0,9,18,2,4,4,1,3,1,3,0,No
1135,Sales Representative,Sales,Travel_Frequently,2,2,2,2,3,1,3,4,3,3,1,4,4,No
1136,Research Scientist,R&D,Travel_Rarely,5,3,0,4,6,1,3,2,1,1,1,2,2,No
1137,Sales Executive,Sales,Travel_Frequently,5,2,0,2,5,2,3,4,4,3,4,3,3,No
1138,Sales Executive,Sales,Travel_Rarely,9,8,2,3,22,4,3,2,4,3,2,2,3,No
1140,Manufacturing Director,R&D,Travel_Frequently,3,2,0,2,5,2,3,3,4,2,4,3,3,No
1143,Research Scientist,R&D,Travel_Frequently,7,5,1,1,8,1,3,2,4,2,4,3,2,No
1148,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,16,2,3,4,2,3,1,1,3,No
1150,Manufacturing Director,R&D,Travel_Rarely,10,7,1,2,10,2,3,4,2,2,3,2,2,Yes
1152,Human Resources,HR,Travel_Rarely,7,6,5,0,7,1,3,3,3,4,4,4,2,No
1154,Research Scientist,R&D,Travel_Frequently,3,1,0,2,3,1,3,3,3,3,4,2,2,Yes
1156,Laboratory Technician,R&D,Non-Travel,0,0,0,0,0,1,3,3,3,3,4,3,0,No
1157,Sales Executive,Sales,Travel_Rarely,5,2,0,3,6,2,3,1,1,3,1,3,3,Yes
1158,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,6,1,3,4,2,3,1,3,4,Yes
1160,Laboratory Technician,R&D,Travel_Frequently,2,2,2,2,2,1,3,3,3,2,3,3,5,No
1161,Healthcare Representative,R&D,Travel_Rarely,6,2,1,3,9,2,3,4,3,3,3,2,2,No
1162,Research Scientist,R&D,Travel_Rarely,4,2,2,2,4,1,3,3,4,3,3,2,0,No
1163,Sales Executive,Sales,Travel_Rarely,6,5,1,3,6,2,4,3,2,2,1,3,3,No
1164,Human Resources,HR,Travel_Rarely,5,4,1,4,6,1,3,3,3,1,2,3,2,No
1165,Sales Executive,Sales,Travel_Rarely,11,8,3,10,11,3,3,1,4,1,1,2,3,No
1166,Research Director,R&D,Travel_Frequently,18,7,2,13,20,3,3,3,2,2,3,3,3,No
1167,Sales Executive,Sales,Travel_Frequently,21,9,13,14,22,4,3,1,3,2,2,3,2,Yes
1171,Sales Executive,Sales,Travel_Rarely,6,4,1,5,9,2,3,1,2,4,4,3,3,No
1172,Laboratory Technician,R&D,Travel_Rarely,8,0,1,7,10,1,3,3,4,3,2,2,2,No
1173,Laboratory Technician,R&D,Travel_Rarely,4,3,1,2,6,1,4,2,4,3,4,3,2,No
1175,Laboratory Technician,R&D,Travel_Rarely,1,1,0,0,1,1,3,4,3,2,4,3,4,Yes
1177,Laboratory Technician,R&D,Travel_Rarely,8,7,0,7,8,1,4,4,1,3,2,4,2,No
1179,Sales Executive,Sales,Travel_Rarely,10,3,1,4,10,2,3,3,3,3,1,2,3,No
1180,Research Scientist,R&D,Travel_Frequently,1,1,0,0,16,2,3,4,3,1,4,2,3,Yes
1182,Manufacturing Director,R&D,Travel_Rarely,7,7,6,4,15,3,3,2,3,4,2,2,2,No
1184,Healthcare Representative,R&D,Travel_Frequently,13,9,4,9,14,2,4,1,4,3,3,2,3,No
1185,Laboratory Technician,R&D,Travel_Frequently,2,2,2,2,2,1,3,4,4,4,2,2,2,No
1188,Sales Executive,Sales,Travel_Rarely,4,3,1,3,7,2,3,3,1,2,2,1,2,No
1190,Sales Representative,Sales,Non-Travel,1,0,0,0,1,1,3,1,3,3,3,3,3,No
1191,Manager,R&D,Travel_Rarely,5,2,4,2,28,5,3,1,4,3,4,3,2,No
1192,Laboratory Technician,R&D,Travel_Rarely,10,8,0,8,10,1,3,4,2,3,1,3,5,No
1193,Research Scientist,R&D,Travel_Rarely,1,1,0,0,1,1,4,1,3,3,3,3,4,No
1195,Research Scientist,R&D,Travel_Rarely,3,2,0,2,7,1,3,3,1,2,3,3,2,Yes
1196,Manufacturing Director,R&D,Travel_Rarely,14,8,3,11,14,2,3,4,4,2,2,2,2,No
1198,Laboratory Technician,R&D,Travel_Rarely,2,2,1,2,2,1,3,3,1,2,1,2,2,No
1200,Research Scientist,R&D,Travel_Rarely,6,4,0,2,6,1,3,3,3,3,3,3,4,Yes
1201,Manager,R&D,Travel_Rarely,7,7,4,7,26,5,3,3,4,3,2,3,6,No
1202,Research Scientist,R&D,Travel_Rarely,5,4,1,3,6,1,3,4,2,2,1,1,2,Yes
1203,Research Scientist,R&D,Travel_Frequently,0,0,0,0,1,1,3,4,3,3,2,2,5,Yes
1204,Manager,Sales,Travel_Rarely,26,15,15,9,28,4,4,1,3,3,1,3,2,No
1206,Research Scientist,R&D,Non-Travel,0,0,0,0,6,1,3,3,4,3,4,1,3,No
1207,Human Resources,HR,Travel_Rarely,5,4,1,4,5,1,3,3,2,3,4,3,2,No
1210,Research Scientist,R&D,Non-Travel,1,0,0,0,5,1,3,1,1,1,1,2,2,No
1211,Sales Executive,Sales,Travel_Rarely,4,3,0,3,8,2,3,1,3,3,3,3,3,No
1212,Sales Executive,Sales,Travel_Frequently,0,0,0,0,5,2,3,2,2,3,4,3,2,No
1215,Manager,R&D,Travel_Frequently,2,2,2,2,32,4,4,1,4,3,3,3,3,No
1216,Laboratory Technician,R&D,Travel_Rarely,6,5,3,3,6,1,3,1,4,3,3,2,2,No
1217,Research Director,R&D,Travel_Rarely,4,2,0,3,25,5,3,2,4,3,1,3,2,No
1218,Sales Executive,Sales,Travel_Rarely,7,7,1,7,15,2,3,1,3,3,4,3,2,Yes
1219,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,1,1,3,2,4,1,1,3,3,No
1220,Sales Executive,Sales,Travel_Frequently,10,7,0,1,10,2,3,3,2,2,1,3,3,No
1221,Laboratory Technician,R&D,Travel_Rarely,7,7,1,7,7,1,3,3,3,3,3,1,4,No
1224,Laboratory Technician,R&D,Travel_Rarely,10,7,8,9,10,2,3,3,3,2,1,3,4,No
1225,Research Scientist,R&D,Travel_Rarely,20,11,13,17,20,2,4,4,4,3,2,3,3,No
1226,Sales Representative,Sales,Travel_Rarely,2,1,2,2,2,1,3,4,3,3,4,4,2,No
1228,Manufacturing Director,R&D,Travel_Rarely,6,3,1,4,12,2,3,4,4,2,3,3,3,No
1231,Human Resources,HR,Non-Travel,4,3,0,3,10,2,3,1,4,4,1,4,3,No
1233,Sales Executive,Sales,Travel_Rarely,11,7,1,9,12,2,3,4,2,3,2,4,3,Yes
1234,Laboratory Technician,R&D,Travel_Frequently,2,2,2,2,2,1,4,2,3,3,3,2,2,No
1235,Research Scientist,R&D,Travel_Frequently,8,7,0,7,10,2,3,3,4,3,4,3,2,Yes
1237,Manufacturing Director,R&D,Travel_Rarely,7,7,7,7,17,3,4,1,3,3,3,1,2,Yes
1238,Research Scientist,R&D,Travel_Rarely,14,10,4,10,15,1,3,4,1,3,2,3,5,No
1239,Sales Executive,Sales,Travel_Rarely,5,1,1,3,7,2,3,2,2,4,2,2,2,No
1240,Sales Executive,Sales,Travel_Rarely,4,3,1,1,5,2,3,4,3,3,2,3,4,No
1241,Research Scientist,R&D,Travel_Rarely,11,9,5,7,12,1,4,2,4,3,1,3,2,Yes
1242,Research Director,R&D,Travel_Frequently,1,0,0,0,20,3,3,1,1,3,3,3,6,Yes
1243,Sales Executive,Sales,Non-Travel,13,2,4,12,16,3,3,4,3,2,2,2,6,Yes
1244,Research Scientist,R&D,Travel_Rarely,9,7,6,8,9,1,3,1,1,2,4,3,3,Yes
1245,Manufacturing Director,R&D,Travel_Frequently,5,4,1,4,33,3,3,3,4,1,1,3,2,No
1246,Research Scientist,R&D,Travel_Rarely,10,5,7,7,10,1,3,4,1,3,4,4,5,No
1248,Research Scientist,R&D,Non-Travel,1,1,0,0,1,1,4,2,1,4,2,2,2,Yes
1249,Research Scientist,R&D,Travel_Rarely,3,2,1,2,3,1,3,4,1,3,1,3,5,No
1250,Research Director,R&D,Travel_Rarely,10,9,0,9,36,4,3,4,4,3,1,3,2,No
1251,Healthcare Representative,R&D,Travel_Rarely,6,5,0,1,6,2,3,1,3,2,4,3,2,Yes
1252,Healthcare Representative,R&D,Travel_Rarely,10,9,1,8,10,2,3,1,3,3,2,2,2,No
1254,Sales Executive,Sales,Travel_Rarely,6,1,0,5,13,2,3,4,3,3,4,2,2,No
1255,Research Director,R&D,Travel_Rarely,8,7,0,7,25,5,3,4,3,3,2,1,2,No
1256,Manager,R&D,Travel_Rarely,1,0,0,0,23,5,3,3,1,4,3,2,2,No
1257,Research Scientist,R&D,Travel_Frequently,11,10,0,7,12,1,3,2,3,2,3,3,2,No
1258,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,7,1,3,2,4,2,3,4,4,No
1259,Research Scientist,R&D,Travel_Rarely,5,3,0,3,5,1,3,3,1,3,2,3,2,No
1260,Healthcare Representative,R&D,Travel_Rarely,6,0,1,0,6,2,3,4,3,3,2,3,2,Yes
1263,Research Director,R&D,Travel_Rarely,1,0,0,0,25,5,3,4,4,4,3,2,3,No
1264,Research Director,R&D,Travel_Rarely,7,7,1,7,9,4,3,4,4,2,2,2,2,No
1265,Research Scientist,R&D,Travel_Rarely,1,0,0,0,2,1,3,3,3,2,4,4,5,No
1267,Manager,Sales,Travel_Rarely,22,9,3,10,26,5,3,2,2,3,3,3,5,No
1268,Sales Executive,Sales,Travel_Rarely,9,8,0,8,10,3,3,3,4,3,4,4,3,Yes
1269,Research Scientist,R&D,Travel_Rarely,1,0,0,1,1,1,3,4,2,3,4,4,2,Yes
1270,Research Scientist,R&D,Travel_Rarely,1,0,0,1,1,1,4,3,4,3,4,3,2,No
1273,Sales Representative,Sales,Travel_Frequently,1,0,1,0,1,1,3,4,3,3,4,1,4,Yes
1275,Research Scientist,R&D,Travel_Rarely,8,5,2,2,8,1,4,4,3,2,2,3,2,Yes
1277,Manager,Sales,Travel_Rarely,24,10,1,11,26,5,3,2,1,3,1,1,2,Yes
1278,Healthcare Representative,R&D,Non-Travel,33,9,15,0,34,4,3,2,4,3,4,2,3,Yes
1279,Laboratory Technician,R&D,Travel_Frequently,2,2,2,2,2,1,4,3,1,1,3,2,2,No
1280,Manager,Sales,Travel_Rarely,11,4,0,8,26,5,3,2,4,3,3,2,2,No
1281,Sales Executive,Sales,Travel_Rarely,3,2,0,2,4,2,3,1,3,3,4,3,3,Yes
1282,Manager,Sales,Travel_Frequently,29,10,11,10,31,5,4,2,4,2,1,3,5,Yes
1283,Manufacturing Director,R&D,Travel_Rarely,9,7,5,4,25,3,3,4,4,2,4,3,6,No
1285,Laboratory Technician,R&D,Travel_Frequently,11,8,5,10,15,2,3,2,3,4,3,3,2,No
1286,Laboratory Technician,R&D,Travel_Frequently,4,2,0,2,5,1,3,3,4,2,3,3,2,Yes
1288,Manager,R&D,Travel_Rarely,25,9,14,13,26,5,3,1,3,2,4,4,4,No
1289,Human Resources,HR,Travel_Frequently,10,9,1,8,14,2,3,2,3,4,4,2,5,No
1291,Research Scientist,R&D,Travel_Rarely,3,2,2,2,4,1,3,3,3,3,4,3,3,Yes
1292,Research Scientist,R&D,Travel_Rarely,1,0,0,0,18,2,3,2,2,3,4,4,2,Yes
1293,Sales Executive,Sales,Travel_Rarely,21,7,15,17,23,3,3,4,4,4,4,2,3,No
1294,Manufacturing Director,R&D,Travel_Rarely,16,14,5,12,18,2,3,2,3,3,4,3,2,Yes
1295,Healthcare Representative,R&D,Travel_Rarely,10,7,0,5,10,3,3,4,1,3,4,3,2,No
1296,Laboratory Technician,R&D,Travel_Frequently,2,2,2,2,2,1,3,4,4,3,2,2,2,Yes
1297,Laboratory Technician,R&D,Travel_Frequently,7,0,7,7,8,1,3,3,2,2,2,2,6,No
1298,Manufacturing Director,R&D,Non-Travel,8,4,1,7,10,2,3,3,3,3,3,3,3,Yes
1299,Laboratory Technician,R&D,Travel_Rarely,7,7,7,7,10,1,3,3,2,3,1,3,2,Yes
1301,Research Scientist,R&D,Travel_Rarely,3,2,1,2,5,1,3,1,4,2,2,3,2,No
1303,Research Scientist,R&D,Travel_Rarely,2,2,2,1,2,1,3,2,4,2,4,3,3,No
1304,Sales Executive,Sales,Travel_Rarely,10,7,0,8,10,2,3,4,3,4,3,4,4,No
1306,Manager,R&D,Travel_Frequently,0,0,0,0,22,5,4,2,2,3,3,3,4,No
1307,Manager,R&D,Travel_Rarely,19,9,15,2,21,4,3,2,3,3,4,2,4,Yes
1308,Research Scientist,R&D,Travel_Rarely,2,2,2,2,2,1,3,3,1,3,4,3,3,No
1309,Laboratory Technician,R&D,Travel_Rarely,10,4,1,1,10,2,3,3,4,3,1,3,3,No
1310,Research Scientist,R&D,Travel_Rarely,5,2,0,3,6,1,3,1,3,3,1,3,2,No
1311,Laboratory Technician,R&D,Travel_Rarely,9,2,6,7,10,2,3,4,1,3,1,2,6,No
1312,Healthcare Representative,R&D,Travel_Rarely,7,7,1,7,10,3,3,3,4,3,1,3,0,No
1314,Human Resources,HR,Travel_Rarely,7,6,5,7,10,1,3,1,4,4,3,3,3,No
1315,Laboratory Technician,R&D,Non-Travel,9,8,7,5,10,2,3,4,3,3,1,1,6,No
1317,Research Director,R&D,Travel_Rarely,3,2,1,2,25,4,3,1,4,3,2,3,2,Yes
1318,Sales Executive,Sales,Travel_Rarely,5,4,1,0,9,3,3,2,4,3,3,2,2,Yes
1319,Sales Executive,Sales,Travel_Rarely,8,7,7,7,10,3,3,2,2,2,3,3,2,Yes
1321,Manager,R&D,Travel_Rarely,9,1,0,8,9,3,4,1,2,3,4,3,2,Yes
1322,Manufacturing Director,R&D,Travel_Rarely,8,7,1,7,9,2,3,3,1,3,1,3,6,No
1324,Sales Executive,Sales,Non-Travel,10,8,9,6,10,3,3,3,4,2,1,3,5,Yes
1329,Sales Executive,Sales,Non-Travel,19,2,11,9,19,2,3,2,3,3,1,1,4,No
1331,Sales Representative,Sales,Travel_Frequently,3,2,2,2,3,1,3,2,4,4,1,3,2,Yes
1333,Laboratory Technician,R&D,Travel_Rarely,3,2,1,2,10,1,3,1,1,4,3,3,4,No
1334,Manager,R&D,Non-Travel,20,8,2,10,21,4,3,3,3,2,4,3,3,Yes
1336,Manager,R&D,Travel_Rarely,19,9,9,11,23,5,3,3,4,3,4,1,5,No
1338,Manager,HR,Travel_Rarely,7,3,7,7,36,5,3,2,4,3,1,3,4,No
1340,Research Scientist,R&D,Non-Travel,4,2,0,0,6,1,3,3,3,3,2,3,0,No
1344,Healthcare Representative,R&D,Travel_Rarely,9,7,1,6,10,3,3,4,4,2,4,3,0,No
1346,Research Scientist,R&D,Travel_Rarely,9,8,8,8,9,2,3,4,3,3,3,3,4,No
1349,Sales Executive,Sales,Travel_Frequently,9,3,1,7,10,2,3,1,3,3,4,3,2,No
1350,Research Scientist,R&D,Travel_Frequently,9,6,1,1,9,2,3,3,3,3,2,3,3,Yes
1352,Manager,HR,Travel_Rarely,33,9,0,10,33,4,3,2,3,3,2,3,2,Yes
1355,Sales Executive,Sales,Travel_Rarely,7,7,1,7,11,2,3,1,2,3,4,3,3,No
1356,Sales Executive,Sales,Travel_Rarely,10,8,9,6,10,2,3,1,3,4,4,3,6,No
1358,Laboratory Technician,R&D,Travel_Rarely,3,2,1,2,7,1,3,4,4,2,3,3,6,No
1360,Manufacturing Director,R&D,Travel_Rarely,10,9,5,9,31,3,3,1,3,2,4,2,0,Yes
1361,Laboratory Technician,R&D,Travel_Rarely,4,2,0,3,7,1,4,2,2,3,3,3,3,No
1362,Sales Executive,Sales,Travel_Frequently,15,7,6,13,17,2,3,1,1,2,4,4,2,No
1363,Manufacturing Director,R&D,Travel_Rarely,10,9,0,8,11,3,3,4,4,3,3,3,2,No
1364,Sales Representative,Sales,Travel_Rarely,1,0,0,0,5,1,3,4,3,3,2,4,4,No
1367,Manufacturing Director,R&D,Travel_Rarely,5,2,0,3,29,4,3,2,4,2,2,2,1,No
1368,Laboratory Technician,R&D,Non-Travel,0,0,0,0,0,1,3,4,4,4,3,3,5,No
1369,Laboratory Technician,R&D,Travel_Rarely,9,7,0,0,10,2,3,4,4,3,2,2,0,No
1371,Sales Executive,Sales,Travel_Frequently,6,2,0,0,8,2,4,4,4,3,2,1,3,No
1372,Sales Executive,Sales,Travel_Rarely,19,7,3,8,24,4,3,3,1,2,3,4,2,Yes
1373,Manufacturing Director,R&D,Travel_Rarely,19,16,15,9,33,4,3,2,4,3,1,3,0,Yes
1374,Research Scientist,R&D,Non-Travel,5,4,0,0,5,1,4,3,1,3,3,2,2,No
1375,Healthcare Representative,R&D,Travel_Rarely,12,11,11,8,15,2,4,3,2,3,2,4,0,No
1377,Laboratory Technician,R&D,Travel_Rarely,8,7,7,7,10,2,3,3,2,3,1,3,1,No
1379,Sales Representative,Sales,Travel_Frequently,1,0,0,0,3,1,3,4,3,4,3,2,3,No
1380,Sales Executive,Sales,Travel_Frequently,4,2,3,2,5,2,3,3,4,2,3,3,0,Yes
1382,Research Scientist,R&D,Travel_Frequently,4,2,0,3,4,1,3,3,4,3,4,4,2,No
1383,Healthcare Representative,R&D,Travel_Rarely,14,11,4,11,14,2,3,4,3,4,4,3,2,No
1387,Sales Executive,Sales,Travel_Rarely,5,3,0,4,5,2,3,1,3,3,3,2,0,No
1389,Manufacturing Director,R&D,Travel_Rarely,10,2,6,7,10,2,3,3,4,2,4,3,3,Yes
1390,Sales Executive,Sales,Travel_Rarely,5,4,1,4,8,2,3,4,1,4,4,2,2,Yes
1391,Sales Executive,Sales,Travel_Frequently,4,2,3,2,14,3,3,2,2,3,2,3,5,No
1392,Research Scientist,R&D,Travel_Frequently,6,2,3,3,12,2,3,4,4,2,1,3,4,Yes
1394,Research Scientist,R&D,Travel_Rarely,6,4,1,3,8,1,3,3,3,3,4,3,2,Yes
1395,Sales Executive,Sales,Travel_Frequently,5,4,1,2,8,2,3,4,2,4,1,3,2,No
1396,Sales Executive,Sales,Travel_Rarely,3,2,1,2,4,2,3,2,3,2,1,3,3,Yes
1397,Healthcare Representative,R&D,Non-Travel,6,4,0,5,13,3,4,3,3,3,2,3,2,No
1399,Sales Executive,Sales,Travel_Rarely,3,2,1,2,6,2,3,3,1,2,2,4,3,No
1401,Manufacturing Director,R&D,Travel_Frequently,5,3,0,2,24,4,3,3,4,2,2,4,3,Yes
1402,Research Scientist,R&D,Travel_Rarely,20,7,1,8,20,2,3,3,1,1,1,2,3,Yes
1403,Sales Executive,Sales,Travel_Rarely,6,2,4,4,6,2,3,4,4,3,4,2,3,Yes
1405,Research Scientist,R&D,Travel_Rarely,8,2,7,7,8,1,3,3,4,3,4,3,2,Yes
1407,Research Scientist,R&D,Travel_Rarely,4,3,1,1,5,1,3,4,1,3,4,2,2,No
1408,Manager,HR,Travel_Rarely,20,7,0,9,21,4,3,1,3,3,3,3,5,No
1955,Healthcare Representative,R&D,Non-Travel,5,1,1,2,9,2,3,4,3,3,2,3,6,No
1662,Manufacturing Director,R&D,Non-Travel,3,2,1,2,4,2,3,3,4,3,3,2,6,No
1630,Healthcare Representative,R&D,Non-Travel,14,11,2,9,15,2,3,3,3,3,4,3,5,No
2000,Research Director,R&D,Non-Travel,13,8,5,12,14,3,3,2,3,1,1,3,3,No
1839,Research Scientist,R&D,Non-Travel,0,0,0,0,0,1,3,3,2,1,3,3,4,No
1929,Sales Executive,Sales,Non-Travel,3,2,1,2,10,2,3,3,1,3,3,1,1,No
1495,Sales Representative,Sales,Non-Travel,1,0,0,0,1,1,3,2,4,3,3,3,2,No
1756,Sales Executive,Sales,Non-Travel,11,7,1,7,13,2,3,2,4,2,4,3,2,No
1900,Manager,R&D,Travel_Frequently,22,17,4,7,24,4,3,4,4,3,2,3,3,No
2025,Manufacturing Director,R&D,Travel_Frequently,4,2,0,2,18,2,3,2,4,3,2,3,3,No
1760,Laboratory Technician,R&D,Travel_Frequently,6,1,0,5,9,1,3,2,3,2,2,2,4,No
1870,Research Scientist,R&D,Travel_Frequently,7,6,7,3,8,1,3,1,4,2,4,2,2,No
1985,Laboratory Technician,R&D,Travel_Frequently,10,9,9,4,10,2,3,3,4,4,1,3,2,No
1513,Laboratory Technician,R&D,Travel_Frequently,3,2,0,2,4,1,3,2,4,3,3,3,3,No
1633,Manufacturing Director,R&D,Travel_Frequently,9,2,3,8,10,2,3,3,1,1,4,3,2,No
1480,Laboratory Technician,R&D,Travel_Frequently,12,9,5,8,12,1,3,4,1,3,3,3,3,No
1745,Research Scientist,R&D,Travel_Frequently,9,7,0,7,10,1,3,1,4,3,4,2,2,No
1481,Sales Executive,Sales,Travel_Frequently,1,0,0,0,11,2,3,3,1,2,3,3,4,No
1833,Sales Executive,Sales,Travel_Frequently,3,2,2,2,9,3,3,1,1,3,4,3,3,No
1987,Human Resources,HR,Travel_Rarely,2,0,1,2,6,1,3,2,3,3,3,3,3,No
1625,Manager,HR,Travel_Rarely,5,2,1,0,27,5,3,3,4,3,3,3,2,No
1461,Human Resources,HR,Travel_Rarely,3,2,0,2,8,1,3,2,4,3,4,4,3,No
1916,Laboratory Technician,R&D,Travel_Rarely,2,2,2,2,4,1,3,3,1,2,2,4,0,No
1829,Healthcare Representative,R&D,Travel_Rarely,7,4,7,7,15,2,3,1,2,3,2,3,3,No
1822,Healthcare Representative,R&D,Travel_Rarely,5,3,0,3,12,2,3,4,3,3,4,3,3,No
1762,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,3,1,4,3,3,2,2,No
1658,Research Scientist,R&D,Travel_Rarely,11,8,7,9,11,2,3,2,4,3,3,3,2,No
1635,Manufacturing Director,R&D,Travel_Rarely,10,7,3,9,10,2,3,4,4,3,1,2,3,No
1656,Research Director,R&D,Travel_Rarely,14,11,1,11,19,3,3,1,4,3,3,2,3,No
1502,Laboratory Technician,R&D,Travel_Rarely,5,4,0,2,8,1,3,2,1,3,4,2,5,No
1866,Manager,R&D,Travel_Rarely,16,12,6,14,21,5,3,3,1,3,4,2,2,No
1786,Manager,R&D,Travel_Rarely,2,2,2,2,15,3,3,3,1,3,4,3,2,No
1701,Research Scientist,R&D,Travel_Rarely,10,9,8,7,10,1,3,4,2,3,2,2,3,No
1647,Research Scientist,R&D,Travel_Rarely,3,2,0,2,5,1,3,3,2,3,1,4,0,No
1409,Laboratory Technician,R&D,Travel_Rarely,5,4,0,4,12,1,3,1,3,1,3,3,2,No
2015,Research Director,R&D,Travel_Rarely,18,16,1,11,20,3,3,3,2,3,1,1,3,No
1640,Research Scientist,R&D,Travel_Rarely,8,4,7,7,8,1,3,2,2,1,1,3,2,No
1544,Healthcare Representative,R&D,Travel_Rarely,7,7,0,7,9,2,3,1,3,3,3,1,3,No
2052,Research Scientist,R&D,Travel_Rarely,4,3,1,1,4,1,3,4,3,3,4,1,5,No
1802,Laboratory Technician,R&D,Travel_Rarely,4,3,0,2,7,1,3,1,3,2,4,3,5,No
1617,Laboratory Technician,R&D,Travel_Rarely,9,6,1,4,10,1,3,1,3,2,4,3,3,No
1576,Research Scientist,R&D,Travel_Rarely,8,2,7,6,10,1,3,1,3,2,4,3,3,No
1447,Laboratory Technician,R&D,Travel_Rarely,5,4,0,2,7,1,3,2,4,2,1,2,2,No
1555,Research Scientist,R&D,Travel_Rarely,7,1,2,5,12,2,3,2,4,3,1,2,2,No
1782,Laboratory Technician,R&D,Travel_Rarely,5,4,0,4,5,1,3,3,4,3,2,2,3,No
1687,Laboratory Technician,R&D,Travel_Rarely,0,0,0,0,7,1,3,3,4,2,4,3,5,No
1709,Laboratory Technician,R&D,Travel_Rarely,5,3,1,2,9,1,3,3,4,3,3,3,2,No
1830,Research Scientist,R&D,Travel_Rarely,7,1,1,7,14,2,3,4,4,2,2,3,2,No
1628,Manufacturing Director,R&D,Travel_Rarely,18,15,14,12,18,3,3,3,1,3,4,2,2,No
1655,Research Director,R&D,Travel_Rarely,4,2,1,2,27,4,3,2,1,3,2,3,2,No
1969,Research Scientist,R&D,Travel_Rarely,4,3,2,3,9,2,3,3,1,2,3,3,6,No
1443,Research Director,R&D,Travel_Rarely,20,17,5,6,26,4,3,3,1,4,2,3,2,No
1888,Manufacturing Director,R&D,Travel_Rarely,9,8,3,8,10,2,3,4,2,2,4,2,2,No
1651,Healthcare Representative,R&D,Travel_Rarely,3,2,0,2,9,3,3,1,2,3,3,3,6,No
1607,Research Scientist,R&D,Travel_Rarely,3,2,0,2,6,1,3,4,2,3,4,4,3,No
2051,Research Scientist,R&D,Travel_Rarely,5,3,0,2,20,1,3,3,3,3,2,3,2,No
1430,Research Director,R&D,Travel_Rarely,3,2,1,0,9,4,3,2,1,4,3,3,3,No
1411,Laboratory Technician,R&D,Travel_Rarely,3,2,0,2,8,1,3,3,1,3,1,3,6,No
1816,Manufacturing Director,R&D,Travel_Rarely,7,7,0,2,9,3,3,3,1,3,2,3,3,No
1525,Manufacturing Director,R&D,Travel_Rarely,2,0,2,2,9,3,3,2,2,3,4,3,3,No
1856,Laboratory Technician,R&D,Travel_Rarely,2,2,2,0,7,1,3,3,2,3,3,3,2,No
2010,Laboratory Technician,R&D,Travel_Rarely,6,2,4,1,6,1,3,2,3,3,3,2,3,No
1735,Laboratory Technician,R&D,Travel_Rarely,3,2,1,2,3,1,3,2,3,1,3,3,3,No
1751,Research Scientist,R&D,Travel_Rarely,6,2,1,4,6,1,3,4,3,2,3,3,5,No
2054,Research Scientist,R&D,Travel_Rarely,5,4,0,4,5,1,3,1,4,1,2,2,3,No
1529,Healthcare Representative,R&D,Travel_Rarely,11,8,3,3,11,3,3,2,4,1,4,2,3,No
1719,Research Director,R&D,Travel_Rarely,21,6,8,6,21,4,3,2,4,3,3,2,2,No
1422,Research Director,R&D,Travel_Rarely,20,7,12,7,29,4,3,4,4,2,4,3,3,No
1863,Sales Executive,Sales,Travel_Rarely,19,17,2,8,25,4,3,1,1,3,4,4,5,No
1557,Sales Executive,Sales,Travel_Rarely,8,7,7,7,18,2,3,3,3,3,3,3,2,No
1428,Sales Executive,Sales,Travel_Rarely,3,2,0,2,8,2,3,1,4,3,2,3,3,No
1676,Manager,Sales,Travel_Rarely,3,2,1,2,29,4,3,2,2,3,3,4,2,No
2041,Sales Executive,Sales,Travel_Rarely,10,7,1,9,10,2,3,4,1,3,3,3,1,No
2045,Sales Executive,Sales,Travel_Rarely,6,3,0,0,8,2,3,4,2,2,1,2,2,No
2056,Sales Executive,Sales,Travel_Rarely,20,9,9,6,21,4,3,4,2,2,1,2,2,No
1986,Sales Executive,Sales,Travel_Rarely,11,8,5,10,15,2,3,2,2,3,3,3,4,No
1875,Sales Representative,Sales,Travel_Rarely,1,0,0,0,1,1,3,2,2,3,4,3,3,No
1527,Manager,Sales,Travel_Rarely,13,12,5,1,23,4,3,2,3,4,4,3,2,No
1935,Sales Executive,Sales,Travel_Rarely,0,0,0,0,6,2,3,1,4,3,3,2,3,No
1598,Sales Executive,Sales,Travel_Rarely,5,4,1,2,5,2,3,1,4,3,3,3,2,No
1784,Sales Executive,Sales,Travel_Rarely,12,7,5,7,13,2,3,4,1,3,1,2,3,No
2024,Sales Executive,Sales,Travel_Rarely,9,7,3,4,10,3,3,4,1,3,3,2,2,No
1673,Sales Executive,Sales,Travel_Rarely,10,0,0,2,10,2,3,4,1,3,1,3,2,No
1436,Sales Executive,Sales,Travel_Rarely,3,2,0,2,11,2,3,1,3,2,1,2,3,No
