Job Role,Employee Number,Years In Current Role,Department,Years At Company,Job Involvement,Business Travel,Monthly Income,Job Level,Total Working Years,Daily Rate,Hourly Rate,Monthly Rate,Percent Salary Hike,Num Companies Worked,Stock Option Level,Standard Hours,Training Times Last Year,Years Since Last Promotion,Years With Curr Manager
Laboratory Technician,1017,2,R&D,3,3,Travel_Frequently,2422,1,4,109,60,25725,17,0,0,80,3,1,2
Manufacturing Director,1018,7,R&D,8,4,Travel_Rarely,5472,2,8,1066,32,3334,12,1,0,80,2,1,3
Laboratory Technician,1019,3,R&D,4,1,Travel_Rarely,2451,1,4,217,94,6881,15,1,1,80,3,1,1
Healthcare Representative,1022,2,R&D,2,2,Travel_Rarely,4240,2,19,277,97,13119,13,2,0,80,0,2,2
Healthcare Representative,1024,11,R&D,15,2,Travel_Rarely,10999,3,27,1355,78,22245,14,7,0,80,3,4,8
Manufacturing Director,1025,2,R&D,2,3,Travel_Rarely,5003,2,8,549,42,23371,14,6,0,80,6,2,1
Manufacturing Director,1026,6,R&D,21,2,Travel_Rarely,12742,4,21,466,65,7060,16,1,1,80,3,11,8
Manufacturing Director,1027,2,R&D,3,3,Travel_Rarely,4227,2,4,1055,47,4658,18,0,1,80,2,2,2
Laboratory Technician,1028,2,R&D,3,3,Travel_Rarely,3917,1,3,802,45,9541,20,1,1,80,4,1,2
Manager,1029,0,Sales,1,3,Travel_Rarely,18303,5,21,265,90,7770,13,6,0,80,3,0,0
Laboratory Technician,1030,0,R&D,1,3,Travel_Rarely,2380,1,8,804,64,20165,18,4,0,80,5,0,0
Manufacturing Director,1032,3,R&D,5,2,Travel_Rarely,13726,4,30,715,69,21829,13,3,0,80,4,4,3
Healthcare Representative,1033,0,R&D,1,1,Travel_Rarely,4777,2,15,1141,61,14382,15,5,0,80,2,0,0
Healthcare Representative,1034,7,R&D,8,3,Travel_Frequently,6385,2,17,135,62,12992,14,3,2,80,3,6,7
Research Director,1035,16,R&D,21,1,Non-Travel,19973,5,21,247,55,20284,22,1,2,80,3,5,10
Sales Executive,1036,0,Sales,1,3,Travel_Rarely,6861,2,19,1035,42,4981,12,8,0,80,1,0,0
Sales Executive,1037,2,Sales,2,1,Non-Travel,4969,2,7,265,79,21813,18,8,0,80,6,2,2
Manager,1038,14,Sales,32,1,Travel_Rarely,19845,5,33,266,57,25846,15,1,1,80,3,6,9
Sales Executive,1039,11,Sales,12,4,Travel_Rarely,13320,4,23,1448,53,11737,18,3,1,80,2,11,11
Sales Executive,1040,7,Sales,18,3,Non-Travel,6347,2,19,145,95,24920,12,0,1,80,3,0,13
Laboratory Technician,1042,13,R&D,17,4,Travel_Rarely,2743,1,18,885,43,8269,16,1,0,80,1,15,14
Manufacturing Director,1043,6,R&D,21,3,Travel_Frequently,10880,3,21,945,82,5083,13,1,0,80,2,2,8
Sales Representative,1044,2,Sales,2,2,Non-Travel,2342,1,3,1038,88,21437,19,0,0,80,2,2,2
Manager,1045,3,Sales,9,3,Travel_Rarely,17650,4,26,1234,90,5404,13,3,1,80,4,1,1
Laboratory Technician,1046,7,R&D,8,3,Non-Travel,4025,1,10,1109,69,11135,12,9,0,80,2,7,7
Sales Executive,1047,1,Sales,15,4,Travel_Rarely,9725,2,16,216,75,12278,11,0,1,80,2,0,9
Manager,1048,4,Sales,6,3,Travel_Rarely,11904,3,14,1089,66,11038,14,3,1,80,1,0,4
Human Resources,1049,3,HR,6,3,Travel_Rarely,2177,1,6,788,36,8318,16,1,0,80,3,0,4
Sales Executive,1050,7,Sales,15,2,Travel_Frequently,7525,3,30,124,38,23537,12,2,1,80,2,6,12
Laboratory Technician,1052,0,R&D,1,3,Travel_Rarely,4834,2,9,660,81,7858,14,7,1,80,3,0,0
Research Scientist,1053,2,R&D,3,3,Travel_Frequently,2042,1,6,342,57,15346,14,6,1,80,2,1,2
Sales Representative,1055,1,Sales,1,3,Travel_Rarely,2220,1,1,1333,87,18410,19,1,1,80,2,0,0
Sales Representative,1056,0,Sales,1,3,Travel_Rarely,1052,1,1,1144,74,23384,22,1,0,80,5,0,0
Research Scientist,1060,2,R&D,2,3,Travel_Frequently,2821,1,8,1186,44,2997,16,3,1,80,2,2,2
Research Director,1061,1,R&D,8,3,Travel_Rarely,19237,5,29,1464,62,12853,11,2,1,80,2,7,7
Healthcare Representative,1062,3,R&D,4,3,Travel_Rarely,4107,2,8,124,35,13848,15,3,0,80,3,0,1
Sales Executive,1066,7,Sales,7,3,Travel_Rarely,8396,2,8,300,74,22217,14,1,1,80,3,7,5
Research Scientist,1068,3,R&D,5,2,Travel_Frequently,2007,1,5,921,66,25265,13,1,2,80,5,1,3
Research Director,1069,2,R&D,2,3,Travel_Rarely,19627,5,23,430,40,21445,17,9,2,80,0,2,2
Sales Executive,1070,4,Sales,9,2,Travel_Rarely,10686,3,13,1082,41,8392,11,6,1,80,4,7,0
Research Scientist,1071,4,R&D,5,3,Travel_Frequently,2942,1,18,1240,63,12154,19,2,1,80,4,0,3
Manufacturing Director,1073,8,R&D,14,2,Travel_Rarely,8858,3,15,796,51,15669,11,0,0,80,2,7,8
Manager,1074,7,R&D,9,2,Non-Travel,16756,4,31,444,40,17323,15,7,0,80,3,6,2
Sales Executive,1076,0,Sales,1,2,Travel_Rarely,10798,3,18,415,79,5268,13,5,1,80,5,0,0
Sales Representative,1077,2,Sales,2,3,Travel_Frequently,2323,1,2,769,54,17205,14,1,0,80,3,0,2
Laboratory Technician,1079,0,R&D,1,2,Travel_Rarely,1416,1,1,1334,36,17258,13,1,0,80,6,1,0
Research Scientist,1080,13,R&D,16,2,Travel_Rarely,4615,2,19,1003,74,21029,23,8,3,80,2,1,7
Research Scientist,1081,0,R&D,10,3,Travel_Rarely,2461,1,18,1323,34,10332,12,9,3,80,2,2,7
Healthcare Representative,1082,7,R&D,10,2,Non-Travel,8722,3,10,1366,72,12355,12,1,0,80,2,1,9
Laboratory Technician,1083,3,R&D,5,2,Travel_Rarely,3955,1,6,192,59,11141,16,1,2,80,2,1,3
Manufacturing Director,1084,2,R&D,6,3,Travel_Rarely,9957,2,7,1176,85,9096,15,0,1,80,1,0,2
Research Scientist,1085,6,R&D,10,4,Travel_Rarely,3376,1,10,509,43,18863,13,1,0,80,3,0,8
Healthcare Representative,1088,9,R&D,19,2,Travel_Rarely,8823,3,20,330,65,24608,18,0,1,80,4,1,9
Healthcare Representative,1092,10,R&D,11,3,Travel_Rarely,10322,3,14,1492,61,26542,20,4,1,80,6,11,1
Laboratory Technician,1094,2,R&D,3,1,Non-Travel,4621,1,3,1277,87,5869,19,1,3,80,4,1,2
Manufacturing Director,1096,2,R&D,3,3,Travel_Frequently,10976,3,23,1091,65,15813,18,3,1,80,4,1,2
Research Scientist,1097,7,R&D,8,3,Travel_Rarely,3660,2,10,857,59,7909,13,3,0,80,4,1,7
Human Resources,1098,6,HR,20,2,Travel_Rarely,10482,3,24,1376,91,2326,14,9,1,80,1,3,6
Healthcare Representative,1099,2,R&D,3,2,Travel_Rarely,7119,3,9,654,34,21214,15,4,1,80,2,1,2
Sales Executive,1100,7,Sales,8,3,Travel_Rarely,9582,3,9,1204,86,10333,22,0,0,80,2,4,7
Research Scientist,1101,7,R&D,13,2,Travel_Frequently,4508,2,14,827,54,3129,22,1,0,80,4,3,8
Laboratory Technician,1102,2,R&D,4,3,Travel_Rarely,2207,1,4,895,50,22482,16,1,1,80,5,2,2
Healthcare Representative,1103,2,R&D,6,3,Travel_Frequently,7756,2,7,618,45,22266,17,0,0,80,1,0,4
Sales Executive,1105,0,Sales,1,2,Travel_Rarely,6694,2,8,309,88,24223,14,2,3,80,5,0,0
Laboratory Technician,1106,7,R&D,7,3,Travel_Rarely,3691,1,7,1219,32,4605,15,1,1,80,3,5,6
Laboratory Technician,1107,1,R&D,1,3,Travel_Rarely,2377,1,1,1330,37,19373,20,1,1,80,0,0,0
Research Scientist,1108,2,R&D,2,2,Travel_Rarely,2313,1,5,1017,55,2993,20,4,0,80,0,2,2
Manager,1109,6,R&D,22,3,Travel_Rarely,17665,4,23,469,35,14399,17,0,1,80,3,13,7
Laboratory Technician,1111,0,R&D,1,2,Travel_Frequently,2596,1,1,1009,45,7160,15,1,2,80,2,0,0
Sales Executive,1113,0,Sales,0,3,Travel_Frequently,4728,2,5,959,81,17251,14,3,0,80,4,0,0
Sales Executive,1114,2,Sales,3,3,Travel_Frequently,4302,2,4,970,30,13401,17,0,1,80,3,0,2
Research Scientist,1115,0,R&D,0,2,Non-Travel,2979,1,6,697,40,22478,17,3,3,80,2,0,0
Manager,1116,4,R&D,5,4,Non-Travel,16885,4,27,1262,35,16154,22,2,0,80,3,2,1
Sales Executive,1117,10,Sales,15,2,Non-Travel,5593,2,15,1050,65,17970,13,1,1,80,2,4,12
Healthcare Representative,1118,6,R&D,8,3,Travel_Rarely,10445,3,18,994,87,15322,19,7,0,80,4,4,0
Sales Executive,1119,7,Sales,8,2,Travel_Rarely,8740,3,9,770,73,5569,14,0,2,80,2,2,7
Research Scientist,1120,5,R&D,7,3,Travel_Rarely,2514,1,11,1107,93,26968,22,4,1,80,1,1,7
Manufacturing Director,1121,7,R&D,9,3,Travel_Rarely,7655,3,10,950,93,8039,17,0,3,80,3,1,7
Manager,1124,9,Sales,12,3,Travel_Rarely,17465,4,23,406,52,15596,12,3,1,80,3,4,9
Sales Executive,1125,0,Sales,1,3,Travel_Rarely,7351,3,10,130,32,20619,16,7,0,80,2,0,0
Manufacturing Director,1126,7,R&D,8,3,Travel_Frequently,10820,3,18,1082,83,11535,11,8,1,80,1,0,1
Healthcare Representative,1127,7,R&D,18,3,Travel_Frequently,12169,4,21,203,84,13547,11,7,3,80,4,11,5
Research Director,1128,7,R&D,20,2,Travel_Rarely,19626,5,21,1308,44,17544,14,1,0,80,2,4,9
Research Scientist,1131,2,R&D,2,2,Travel_Rarely,2070,1,2,984,70,25326,11,1,0,80,6,2,2
Laboratory Technician,1132,4,R&D,5,3,Non-Travel,6782,2,9,439,70,8770,15,9,0,80,2,0,3
Manufacturing Director,1133,9,R&D,11,3,Non-Travel,7779,2,18,217,78,23238,20,2,0,80,0,0,9
Sales Representative,1135,2,Sales,2,4,Travel_Frequently,2791,1,3,793,67,21981,12,0,1,80,4,2,2
Research Scientist,1136,3,R&D,5,2,Travel_Rarely,3201,1,6,1451,67,19911,17,0,0,80,2,0,4
Sales Executive,1137,2,Sales,5,3,Travel_Frequently,4968,2,5,1182,54,18500,11,1,1,80,3,0,2
Sales Executive,1138,8,Sales,9,2,Travel_Rarely,13120,4,22,174,56,11879,17,6,1,80,3,2,3
Manufacturing Director,1140,2,R&D,3,3,Travel_Frequently,4033,2,5,1003,95,15834,11,2,0,80,3,0,2
Research Scientist,1143,5,R&D,7,3,Travel_Frequently,3291,1,8,490,61,17940,14,0,2,80,2,1,1
Laboratory Technician,1148,0,R&D,1,1,Travel_Rarely,4272,2,16,188,56,9558,19,4,0,80,3,0,0
Manufacturing Director,1150,7,R&D,10,2,Travel_Rarely,5056,2,10,718,79,17689,15,1,1,80,2,1,2
Human Resources,1152,6,HR,7,4,Travel_Rarely,2844,1,7,433,37,6004,13,1,1,80,2,5,0
Research Scientist,1154,1,R&D,3,2,Travel_Frequently,2703,1,3,773,39,22088,14,1,1,80,2,0,2
Laboratory Technician,1156,0,R&D,0,3,Non-Travel,1904,1,0,247,80,13556,12,1,0,80,0,0,0
Sales Executive,1157,2,Sales,5,3,Travel_Rarely,8224,2,6,603,77,18385,17,0,0,80,3,0,3
Laboratory Technician,1158,0,R&D,1,3,Travel_Rarely,4766,1,6,167,46,9051,11,3,1,80,4,0,0
Laboratory Technician,1160,2,R&D,2,3,Travel_Frequently,2610,1,2,874,72,6233,12,1,1,80,5,2,2
Healthcare Representative,1161,2,R&D,6,2,Travel_Rarely,5731,2,9,367,52,17171,13,7,2,80,2,1,3
Research Scientist,1162,2,R&D,4,2,Travel_Rarely,2539,1,4,199,55,7950,13,1,1,80,0,2,2
Sales Executive,1163,5,Sales,6,3,Travel_Rarely,5714,2,6,1400,70,5829,20,1,0,80,3,1,3
Human Resources,1164,4,HR,5,3,Travel_Rarely,4323,1,6,528,100,7108,17,1,0,80,2,1,4
Sales Executive,1165,8,Sales,11,2,Travel_Rarely,7336,3,11,408,45,11162,13,1,1,80,3,3,10
Research Director,1166,7,R&D,18,3,Travel_Frequently,13499,3,20,593,88,13782,17,9,0,80,3,2,13
Sales Executive,1167,9,Sales,21,3,Travel_Frequently,13758,4,22,481,44,2447,12,0,0,80,2,13,14
Sales Executive,1171,4,Sales,6,3,Travel_Rarely,5155,2,9,647,45,2253,13,7,0,80,3,1,5
Laboratory Technician,1172,0,R&D,8,2,Travel_Rarely,2258,1,10,982,58,16340,12,6,1,80,2,1,7
Laboratory Technician,1173,3,R&D,4,3,Travel_Rarely,3597,1,6,477,49,6409,22,8,0,80,2,1,2
Laboratory Technician,1175,1,R&D,1,3,Travel_Rarely,2515,1,1,1485,79,22955,11,1,0,80,4,0,0
Laboratory Technician,1177,7,R&D,8,4,Travel_Rarely,4420,1,8,1384,82,13421,22,1,1,80,2,0,7
Sales Executive,1179,3,Sales,10,2,Travel_Rarely,6578,2,10,852,72,2706,18,1,1,80,3,1,4
Research Scientist,1180,1,R&D,1,2,Travel_Frequently,4422,2,16,902,92,21203,13,3,1,80,3,0,0
Manufacturing Director,1182,7,R&D,7,2,Travel_Rarely,10274,3,15,819,44,19588,18,2,1,80,2,6,4
Healthcare Representative,1184,9,R&D,13,2,Travel_Frequently,5343,2,14,669,97,25755,20,0,0,80,3,4,9
Laboratory Technician,1185,2,R&D,2,2,Travel_Frequently,2376,1,2,636,47,26537,13,1,1,80,2,2,2
Sales Executive,1188,3,Sales,4,1,Travel_Rarely,5346,2,7,1372,85,9489,13,8,0,80,2,1,3
Sales Representative,1190,0,Sales,1,3,Non-Travel,2827,1,1,862,76,14947,12,1,3,80,3,0,0
Manager,1191,2,R&D,5,3,Travel_Rarely,19943,5,28,718,92,18575,13,4,1,80,2,4,2
Laboratory Technician,1192,8,R&D,10,3,Travel_Rarely,3131,1,10,1401,54,26342,13,1,1,80,5,0,8
Research Scientist,1193,1,R&D,1,3,Travel_Rarely,2552,1,1,645,54,7172,25,1,0,80,4,0,0
Research Scientist,1195,2,R&D,3,3,Travel_Rarely,4477,1,7,1457,83,20100,19,4,1,80,2,0,2
Manufacturing Director,1196,8,R&D,14,2,Travel_Rarely,6474,2,14,977,56,9961,13,1,1,80,2,3,11
Laboratory Technician,1198,2,R&D,2,2,Travel_Rarely,3033,1,2,805,87,12828,12,1,0,80,2,1,2
Research Scientist,1200,4,R&D,6,3,Travel_Rarely,2936,1,6,1097,96,10826,11,1,0,80,4,0,2
Manager,1201,7,R&D,7,3,Travel_Rarely,18606,5,26,1223,50,18640,18,3,1,80,6,4,7
Research Scientist,1202,4,R&D,5,1,Travel_Rarely,2168,1,6,942,69,26933,18,0,1,80,2,1,3
Research Scientist,1203,0,R&D,0,2,Travel_Frequently,2853,1,1,1256,48,4223,11,0,1,80,5,0,0
Manager,1204,15,Sales,26,3,Travel_Rarely,17048,4,28,1402,69,24097,23,8,0,80,2,15,9
Research Scientist,1206,0,R&D,0,1,Non-Travel,2290,1,6,111,74,4279,13,2,0,80,3,0,0
Human Resources,1207,4,HR,5,3,Travel_Rarely,3600,1,5,147,99,8429,13,1,1,80,2,1,4
Research Scientist,1210,0,R&D,1,2,Non-Travel,2107,1,5,906,95,20293,17,6,1,80,2,0,0
Sales Executive,1211,3,Sales,4,3,Travel_Rarely,4115,2,8,1329,61,13192,19,8,3,80,3,0,3
Sales Executive,1212,0,Sales,0,3,Travel_Frequently,4327,2,5,1184,62,25440,12,5,3,80,2,0,0
Manager,1215,2,R&D,2,3,Travel_Frequently,17856,4,32,1421,30,9490,22,2,1,80,3,2,2
Laboratory Technician,1216,5,R&D,6,2,Travel_Rarely,3196,1,6,1179,78,12449,12,1,3,80,2,3,3
Research Director,1217,2,R&D,4,3,Travel_Rarely,19081,5,25,1450,52,10849,11,5,1,80,2,0,3
Sales Executive,1218,7,Sales,7,3,Travel_Rarely,8966,2,15,1361,94,21026,15,3,3,80,2,1,7
Laboratory Technician,1219,0,R&D,1,3,Travel_Rarely,2210,1,1,984,97,3372,13,1,1,80,3,0,0
Sales Executive,1220,7,Sales,10,3,Travel_Frequently,4539,2,10,1146,82,4905,12,1,1,80,3,0,1
Laboratory Technician,1221,7,R&D,7,1,Travel_Rarely,2741,1,7,917,60,6865,14,1,1,80,4,1,7
Laboratory Technician,1224,7,R&D,10,3,Travel_Rarely,3491,2,10,853,49,11309,13,1,3,80,4,8,9
Research Scientist,1225,11,R&D,20,3,Travel_Rarely,4541,2,20,200,32,7744,25,1,0,80,3,13,17
Sales Representative,1226,1,Sales,2,4,Travel_Rarely,2678,1,2,654,43,5050,17,1,0,80,2,2,2
Manufacturing Director,1228,3,R&D,6,3,Travel_Rarely,7379,2,12,150,60,17433,11,2,1,80,3,1,4
Human Resources,1231,3,HR,4,4,Non-Travel,6272,2,10,179,79,12858,16,7,1,80,3,0,3
Sales Executive,1233,7,Sales,11,4,Travel_Rarely,5220,2,12,696,52,10893,18,0,1,80,3,1,9
Laboratory Technician,1234,2,R&D,2,2,Travel_Frequently,2743,1,2,116,77,7331,20,1,1,80,2,2,2
Research Scientist,1235,7,R&D,8,3,Travel_Frequently,4998,2,10,1316,38,2338,14,4,0,80,2,0,7
Manufacturing Director,1237,7,R&D,7,1,Travel_Rarely,10252,3,17,363,77,4235,21,2,1,80,2,7,7
Research Scientist,1238,10,R&D,14,3,Travel_Rarely,2781,1,15,117,60,6311,13,0,1,80,5,4,10
Sales Executive,1239,1,Sales,5,2,Travel_Rarely,6852,2,7,107,84,11591,12,7,1,80,2,1,3
Sales Executive,1240,3,Sales,4,3,Travel_Rarely,4950,2,5,1356,57,20623,14,0,0,80,4,1,1
Research Scientist,1241,9,R&D,11,3,Travel_Rarely,3579,1,12,1465,63,9369,21,0,1,80,2,5,7
Research Director,1242,0,R&D,1,3,Travel_Frequently,13191,3,20,458,60,23281,17,3,0,80,6,0,0
Sales Executive,1243,2,Sales,13,2,Non-Travel,10377,3,16,1212,78,13755,11,4,1,80,6,4,12
Research Scientist,1244,7,R&D,9,3,Travel_Rarely,2235,1,9,1103,42,14377,14,1,2,80,3,6,8
Manufacturing Director,1245,4,R&D,5,3,Travel_Frequently,10502,3,33,966,53,9659,17,7,1,80,2,1,4
Research Scientist,1246,5,R&D,10,4,Travel_Rarely,2011,1,10,1117,72,19982,13,1,1,80,5,7,7
Research Scientist,1248,1,R&D,1,2,Non-Travel,1859,1,1,504,96,6148,25,1,0,80,2,0,0
Research Scientist,1249,2,R&D,3,3,Travel_Rarely,3760,1,3,1010,97,5598,15,1,3,80,5,1,2
Research Director,1250,9,R&D,10,3,Travel_Rarely,17779,4,36,685,85,23474,14,3,0,80,2,0,9
Healthcare Representative,1251,5,R&D,6,3,Travel_Rarely,6833,2,6,1332,80,17089,12,1,0,80,2,0,1
Healthcare Representative,1252,9,R&D,10,2,Travel_Rarely,6812,2,10,1062,96,17198,19,1,0,80,2,1,8
Sales Executive,1254,1,Sales,6,2,Travel_Rarely,5171,2,13,326,48,16490,17,5,0,80,2,0,5
Research Director,1255,7,R&D,8,1,Travel_Rarely,19740,5,25,920,96,18625,14,3,1,80,2,0,7
Manager,1256,0,R&D,1,2,Travel_Rarely,18711,5,23,1098,85,12124,13,2,1,80,2,0,0
Research Scientist,1257,10,R&D,11,3,Travel_Frequently,3692,1,12,469,46,9256,12,1,0,80,2,0,7
Laboratory Technician,1258,0,R&D,1,4,Travel_Rarely,2559,1,7,969,76,16620,11,5,0,80,4,0,0
Research Scientist,1259,3,R&D,5,3,Travel_Rarely,2517,1,5,1167,76,3208,11,1,3,80,2,0,3
Healthcare Representative,1260,0,R&D,6,3,Travel_Rarely,6623,2,6,1329,82,4204,11,1,2,80,2,1,0
Research Director,1263,0,R&D,1,2,Travel_Rarely,18265,5,25,715,76,8733,12,6,0,80,3,0,0
Research Director,1264,7,R&D,7,2,Travel_Rarely,16124,4,9,694,87,3423,14,3,2,80,2,1,7
Research Scientist,1265,0,R&D,1,4,Travel_Rarely,2585,1,2,1320,89,21643,17,0,0,80,5,0,0
Manager,1267,9,Sales,22,3,Travel_Rarely,18213,5,26,1099,88,8751,11,7,1,80,5,3,10
Sales Executive,1268,8,Sales,9,4,Travel_Rarely,8380,3,10,536,82,21708,14,0,2,80,3,0,8
Research Scientist,1269,0,R&D,1,4,Travel_Rarely,2994,1,1,265,57,21221,12,1,0,80,2,0,1
Research Scientist,1270,0,R&D,1,3,Travel_Rarely,1223,1,1,373,47,16901,22,1,1,80,2,0,1
Sales Representative,1273,0,Sales,1,1,Travel_Frequently,1118,1,1,599,73,8040,14,1,0,80,4,1,0
Research Scientist,1275,5,R&D,8,3,Travel_Rarely,2875,1,8,583,53,9973,20,1,0,80,2,2,2
Manager,1277,10,Sales,24,1,Travel_Rarely,18824,5,26,1449,94,2493,16,2,0,80,2,1,11
Healthcare Representative,1278,9,R&D,33,2,Non-Travel,13577,4,34,177,37,25592,15,1,1,80,3,15,0
Laboratory Technician,1279,2,R&D,2,2,Travel_Frequently,2625,1,2,251,45,25308,20,1,0,80,2,2,2
Manager,1280,4,Sales,11,2,Travel_Rarely,18789,5,26,168,33,9946,14,2,1,80,2,0,8
Sales Executive,1281,2,Sales,3,3,Travel_Rarely,4538,2,4,131,86,6039,12,0,0,80,3,0,2
Manager,1282,10,Sales,29,3,Travel_Frequently,19847,5,31,237,83,19196,24,4,1,80,5,11,10
Manufacturing Director,1283,7,R&D,9,3,Travel_Rarely,10512,3,25,1429,67,20002,12,6,0,80,6,5,4
Laboratory Technician,1285,8,R&D,11,3,Travel_Frequently,4444,2,15,135,46,22534,13,4,2,80,2,5,10
Laboratory Technician,1286,2,R&D,4,3,Travel_Frequently,2154,1,5,791,44,6842,11,0,0,80,2,0,2
Manager,1288,9,R&D,25,4,Travel_Rarely,19190,5,26,1199,92,17477,14,1,2,80,4,14,13
Human Resources,1289,9,HR,10,2,Travel_Frequently,4490,2,14,648,56,21833,11,4,2,80,5,1,8
Research Scientist,1291,2,R&D,3,3,Travel_Rarely,3506,1,4,735,66,6020,14,0,0,80,3,2,2
Research Scientist,1292,0,R&D,1,4,Travel_Rarely,2372,2,18,603,78,5628,16,6,0,80,2,0,0
Sales Executive,1293,7,Sales,21,2,Travel_Rarely,10231,3,23,531,56,20364,14,3,0,80,3,15,17
Manufacturing Director,1294,14,R&D,16,3,Travel_Rarely,5410,2,18,429,53,2323,11,9,0,80,2,5,12
Healthcare Representative,1295,7,R&D,10,3,Travel_Rarely,7978,3,10,621,73,14075,11,1,1,80,2,0,5
Laboratory Technician,1296,2,R&D,2,2,Travel_Frequently,3867,1,2,193,52,14222,12,1,1,80,2,2,2
Laboratory Technician,1297,0,R&D,7,2,Travel_Frequently,2838,1,8,968,40,4257,14,0,0,80,6,7,7
Manufacturing Director,1298,4,R&D,8,3,Non-Travel,4695,2,10,879,72,12858,18,7,0,80,3,1,7
Laboratory Technician,1299,7,R&D,7,3,Travel_Rarely,3339,1,10,806,39,17285,13,3,2,80,2,7,7
Research Scientist,1301,2,R&D,3,3,Travel_Rarely,2080,1,5,640,84,4732,11,2,0,80,2,1,2
Research Scientist,1303,2,R&D,2,3,Travel_Rarely,2096,1,2,266,40,18830,18,1,0,80,3,2,1
Sales Executive,1304,7,Sales,10,4,Travel_Rarely,6209,2,10,604,56,11693,15,1,2,80,4,0,8
Manager,1306,0,R&D,0,3,Travel_Frequently,18061,5,22,364,83,13035,22,3,0,80,4,0,0
Manager,1307,9,R&D,19,2,Travel_Rarely,17123,4,21,412,94,17334,13,6,2,80,4,15,2
Research Scientist,1308,2,R&D,2,3,Travel_Rarely,2372,1,2,848,88,26076,12,1,2,80,3,2,2
Laboratory Technician,1309,4,R&D,10,3,Travel_Rarely,4883,2,10,1089,79,22845,18,1,1,80,3,1,1
Research Scientist,1310,2,R&D,5,3,Travel_Rarely,3904,1,6,360,93,22154,13,0,0,80,2,0,3
Laboratory Technician,1311,2,R&D,9,2,Travel_Rarely,4627,2,10,1138,48,23631,12,0,1,80,6,6,7
Healthcare Representative,1312,7,R&D,7,3,Travel_Rarely,7094,3,10,325,63,5747,12,3,0,80,0,1,7
Human Resources,1314,6,HR,7,3,Travel_Rarely,3423,1,10,991,44,22957,12,6,0,80,3,5,7
Laboratory Technician,1315,8,R&D,9,1,Non-Travel,6674,2,10,1476,55,16392,11,0,3,80,6,7,5
Research Director,1317,2,R&D,3,3,Travel_Rarely,16880,4,25,1322,43,22422,11,4,0,80,2,1,2
Sales Executive,1318,4,Sales,5,2,Travel_Rarely,9094,3,9,299,57,17235,12,2,0,80,2,1,0
Sales Executive,1319,7,Sales,8,3,Travel_Rarely,8446,3,10,1030,64,21534,19,9,0,80,2,7,7
Manager,1321,1,R&D,9,3,Travel_Rarely,11916,3,9,634,95,25927,23,1,2,80,2,0,8
Manufacturing Director,1322,7,R&D,8,3,Travel_Rarely,4534,2,9,524,32,13352,11,0,0,80,6,1,7
Sales Executive,1324,8,Sales,10,3,Non-Travel,9852,3,10,587,57,8935,19,1,1,80,5,9,6
Sales Executive,1329,2,Sales,19,1,Non-Travel,6151,2,19,256,40,22074,13,1,0,80,4,11,9
Sales Representative,1331,2,Sales,3,3,Travel_Frequently,2302,1,3,1060,54,8319,11,1,0,80,2,2,2
Laboratory Technician,1333,2,R&D,3,3,Travel_Rarely,2362,1,10,935,89,14669,12,4,0,80,4,1,2
Manager,1334,8,R&D,20,3,Non-Travel,17861,4,21,495,37,26582,13,0,0,80,3,2,10
Manager,1336,9,R&D,19,1,Travel_Rarely,19187,5,23,282,58,6992,14,4,1,80,5,9,11
Manager,1338,3,HR,7,3,Travel_Rarely,19717,5,36,206,99,4022,14,6,0,80,4,7,7
Research Scientist,1340,2,R&D,4,3,Non-Travel,3544,1,6,458,74,8532,16,9,1,80,0,0,0
Healthcare Representative,1344,7,R&D,9,3,Travel_Rarely,8500,3,10,943,86,5494,11,0,1,80,0,1,6
Research Scientist,1346,8,R&D,9,3,Travel_Rarely,4661,2,9,523,98,22455,13,1,0,80,4,8,8
Sales Executive,1349,3,Sales,9,3,Travel_Frequently,4103,2,10,1018,66,4297,17,0,1,80,2,1,7
Research Scientist,1350,6,R&D,9,3,Travel_Frequently,4249,2,9,482,87,2690,11,1,0,80,3,1,1
Manager,1352,9,HR,33,3,Travel_Rarely,14026,4,33,770,84,17588,11,1,1,80,2,0,10
Sales Executive,1355,7,Sales,7,3,Travel_Rarely,6893,2,11,1009,31,19461,15,3,1,80,3,1,7
Sales Executive,1356,8,Sales,10,3,Travel_Rarely,6125,2,10,507,66,23553,12,1,0,80,6,9,6
Laboratory Technician,1358,2,R&D,3,3,Travel_Rarely,3669,1,7,882,67,9075,11,3,3,80,6,1,2
Manufacturing Director,1360,9,R&D,10,2,Travel_Rarely,10008,3,31,601,53,12023,14,7,0,80,0,5,9
Laboratory Technician,1361,2,R&D,4,3,Travel_Rarely,2387,1,7,329,88,6762,22,3,1,80,3,0,3
Sales Executive,1362,7,Sales,15,4,Travel_Frequently,4639,2,17,607,83,2261,16,2,1,80,2,6,13
Manufacturing Director,1363,9,R&D,10,3,Travel_Rarely,7898,3,11,855,54,18706,11,1,0,80,2,0,8
Sales Representative,1364,0,Sales,1,4,Travel_Rarely,2534,1,5,1291,98,6527,14,8,1,80,4,0,0
Manufacturing Director,1367,2,R&D,5,2,Travel_Rarely,13142,4,29,1405,82,24439,16,3,0,80,1,0,3
Laboratory Technician,1368,0,R&D,0,3,Non-Travel,1611,1,0,1124,97,19305,15,1,0,80,5,0,0
