Marital Status,Distance From Home,Employee Number,Age,Education Field,Gender,Education,CF_age band,CF_current Employee,Over18,emp no
Married,28,1317,50,Life Sciences,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1317
Single,25,1318,40,Marketing,Male,Master's Degree,35 - 44,0,Y,STAFF-1318
Single,5,1319,52,Life Sciences,Male,Bachelor's Degree,45 - 54,0,Y,STAFF-1319
Married,17,1321,30,Medical,Female,Master's Degree,25 - 34,1,Y,STAFF-1321
Single,18,1322,39,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1322
Divorced,2,1324,31,Life Sciences,Female,Master's Degree,25 - 34,1,Y,STAFF-1324
Single,10,1329,41,Medical,Male,Associates Degree,35 - 44,1,Y,STAFF-1329
Single,1,1331,31,Life Sciences,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1331
Married,3,1333,44,Life Sciences,Male,Bachelor's Degree,35 - 44,0,Y,STAFF-1333
Married,2,1334,42,Life Sciences,Male,High School,35 - 44,1,Y,STAFF-1334
Married,2,1336,55,Medical,Female,Associates Degree,Over 55,1,Y,STAFF-1336
Single,8,1338,56,Life Sciences,Male,Master's Degree,Over 55,1,Y,STAFF-1338
Divorced,16,1340,40,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1340
Divorced,9,1344,34,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1344
Single,2,1346,40,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1346
Divorced,1,1349,41,Marketing,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1349
Single,4,1350,35,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1350
Divorced,5,1352,51,Life Sciences,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1352
Divorced,2,1355,38,Life Sciences,Female,Associates Degree,35 - 44,1,Y,STAFF-1355
Single,15,1356,34,Medical,Female,Associates Degree,25 - 34,1,Y,STAFF-1356
Married,19,1358,25,Medical,Male,High School,25 - 34,1,Y,STAFF-1358
Married,7,1360,58,Medical,Female,Master's Degree,Over 55,0,Y,STAFF-1360
Married,1,1361,40,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1361
Married,7,1362,36,Marketing,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1362
Single,4,1363,48,Life Sciences,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1363
Married,11,1364,27,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1364
Single,11,1367,51,Technical Degree,Female,Associates Degree,45 - 54,1,Y,STAFF-1367
Single,1,1368,18,Life Sciences,Female,Bachelor's Degree,Under 25,1,Y,STAFF-1368
Married,1,1369,35,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1369
Single,2,1371,27,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1371
Single,13,1372,55,Marketing,Male,Master's Degree,Over 55,0,Y,STAFF-1372
Married,23,1373,56,Life Sciences,Male,Bachelor's Degree,Over 55,1,Y,STAFF-1373
Divorced,26,1374,34,Technical Degree,Female,High School,25 - 34,1,Y,STAFF-1374
Divorced,2,1375,40,Medical,Female,High School,35 - 44,1,Y,STAFF-1375
Married,29,1377,34,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1377
Single,2,1379,31,Life Sciences,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1379
Married,18,1380,35,Marketing,Female,Master's Degree,35 - 44,0,Y,STAFF-1380
Divorced,7,1382,38,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1382
Single,2,1383,34,Technical Degree,Female,Master's Degree,25 - 34,1,Y,STAFF-1383
Married,26,1387,28,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1387
Married,22,1389,31,Medical,Male,Master's Degree,25 - 34,0,Y,STAFF-1389
Married,21,1390,39,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1390
Married,2,1391,51,Marketing,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1391
Divorced,22,1392,41,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1392
Married,4,1394,37,Life Sciences,Male,High School,35 - 44,1,Y,STAFF-1394
Married,5,1395,33,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1395
Married,2,1396,32,Marketing,Male,High School,25 - 34,1,Y,STAFF-1396
Married,25,1397,39,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1397
Married,18,1399,25,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1399
Married,28,1401,52,Medical,Female,Associates Degree,45 - 54,1,Y,STAFF-1401
Single,6,1402,43,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1402
Married,10,1403,27,Marketing,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1403
Single,17,1405,27,Life Sciences,Female,Master's Degree,25 - 34,0,Y,STAFF-1405
Single,2,1407,26,Medical,Male,High School,25 - 34,1,Y,STAFF-1407
Married,10,1408,42,Human Resources,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1408
Divorced,15,1955,32,Medical,Female,Master's Degree,25 - 34,1,Y,STAFF-1955
Married,1,1662,36,Medical,Female,Master's Degree,35 - 44,1,Y,STAFF-1662
Married,8,1630,35,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-1630
Married,1,2000,47,Medical,Female,High School,45 - 54,1,Y,STAFF-2000
Single,14,1839,18,Medical,Female,Bachelor's Degree,Under 25,1,Y,STAFF-1839
Married,21,1929,39,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-1929
Married,13,1495,24,Life Sciences,Female,Associates Degree,Under 25,1,Y,STAFF-1495
Single,2,1756,33,Marketing,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1756
Divorced,22,1900,48,Medical,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1900
Divorced,4,2025,36,Life Sciences,Female,Associates Degree,35 - 44,1,Y,STAFF-2025
Married,2,1760,38,Medical,Female,Associates Degree,35 - 44,1,Y,STAFF-1760
Married,15,1870,27,Life Sciences,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1870
Married,11,1985,40,Technical Degree,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1985
Married,2,1513,29,Life Sciences,Female,High School,25 - 34,1,Y,STAFF-1513
Single,4,1633,39,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1633
Single,9,1480,42,Medical,Female,Associates Degree,35 - 44,1,Y,STAFF-1480
Single,2,1745,30,Technical Degree,Female,Master's Degree,25 - 34,1,Y,STAFF-1745
Married,1,1481,44,Marketing,Female,Doctoral Degree,35 - 44,1,Y,STAFF-1481
Married,7,1833,31,Marketing,Female,Master's Degree,25 - 34,1,Y,STAFF-1833
Married,2,1987,25,Human Resources,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1987
Married,26,1625,47,Life Sciences,Female,Master's Degree,45 - 54,1,Y,STAFF-1625
Single,8,1461,31,Medical,Female,Associates Degree,25 - 34,1,Y,STAFF-1461
Divorced,4,1916,31,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1916
Divorced,12,1829,40,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1829
Divorced,1,1822,40,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1822
Divorced,4,1762,29,Technical Degree,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1762
Divorced,3,1658,34,Life Sciences,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1658
Divorced,2,1635,45,Other,Female,Associates Degree,45 - 54,1,Y,STAFF-1635
Divorced,17,1656,50,Life Sciences,Female,Doctoral Degree,45 - 54,1,Y,STAFF-1656
Married,4,1502,33,Medical,Female,Master's Degree,25 - 34,1,Y,STAFF-1502
Married,6,1866,43,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1866
Married,3,1786,51,Technical Degree,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1786
Married,19,1701,34,Life Sciences,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1701
Married,8,1647,27,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1647
Married,8,1409,52,Other,Female,Master's Degree,45 - 54,1,Y,STAFF-1409
Married,10,2015,38,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-2015
Married,10,1640,37,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1640
Married,8,1544,29,Other,Female,High School,25 - 34,1,Y,STAFF-1544
Married,1,2052,35,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-2052
Married,2,1802,40,Life Sciences,Female,Associates Degree,35 - 44,1,Y,STAFF-1802
Married,25,1617,49,Life Sciences,Female,Master's Degree,45 - 54,1,Y,STAFF-1617
Married,15,1576,48,Other,Female,Master's Degree,45 - 54,1,Y,STAFF-1576
Married,1,1447,34,Life Sciences,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1447
Married,5,1555,32,Life Sciences,Female,Associates Degree,25 - 34,1,Y,STAFF-1555
Married,6,1782,38,Other,Female,Associates Degree,35 - 44,1,Y,STAFF-1782
Married,4,1687,38,Medical,Female,Associates Degree,35 - 44,1,Y,STAFF-1687
Married,9,1709,29,Medical,Female,Master's Degree,25 - 34,1,Y,STAFF-1709
Married,7,1830,54,Medical,Female,Master's Degree,45 - 54,1,Y,STAFF-1830
Married,15,1628,40,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1628
Married,22,1655,49,Other,Female,Master's Degree,45 - 54,1,Y,STAFF-1655
Married,9,1969,54,Life Sciences,Female,Associates Degree,45 - 54,1,Y,STAFF-1969
Married,2,1443,47,Medical,Female,Master's Degree,45 - 54,1,Y,STAFF-1443
Married,25,1888,45,Life Sciences,Female,Associates Degree,45 - 54,1,Y,STAFF-1888
Married,5,1651,36,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-1651
Married,5,1607,32,Other,Female,Master's Degree,25 - 34,1,Y,STAFF-1607
Married,2,2051,40,Medical,Female,Master's Degree,35 - 44,1,Y,STAFF-2051
Single,8,1430,31,Life Sciences,Female,Doctoral Degree,25 - 34,1,Y,STAFF-1430
Single,11,1411,37,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1411
Single,10,1816,30,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1816
Single,6,1525,39,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1525
Single,9,1856,47,Life Sciences,Female,Master's Degree,45 - 54,1,Y,STAFF-1856
Single,29,2010,32,Life Sciences,Female,Master's Degree,25 - 34,1,Y,STAFF-2010
Single,4,1735,23,Medical,Female,High School,Under 25,1,Y,STAFF-1735
Single,8,1751,27,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1751
Single,28,2054,29,Medical,Female,Master's Degree,25 - 34,1,Y,STAFF-2054
Single,16,1529,35,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1529
Single,28,1719,45,Technical Degree,Female,Associates Degree,45 - 54,1,Y,STAFF-1719
Single,1,1422,54,Medical,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1422
Divorced,3,1863,46,Technical Degree,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1863
Divorced,16,1557,48,Life Sciences,Female,Master's Degree,45 - 54,1,Y,STAFF-1557
Divorced,7,1428,30,Marketing,Female,Master's Degree,25 - 34,1,Y,STAFF-1428
Divorced,2,1676,47,Life Sciences,Female,Master's Degree,45 - 54,1,Y,STAFF-1676
Married,10,2041,38,Life Sciences,Female,Associates Degree,35 - 44,1,Y,STAFF-2041
Married,11,2045,36,Marketing,Female,Master's Degree,35 - 44,1,Y,STAFF-2045
Married,24,2056,39,Marketing,Female,High School,35 - 44,1,Y,STAFF-2056
Married,2,1986,40,Marketing,Female,Associates Degree,35 - 44,1,Y,STAFF-1986
Married,3,1875,28,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1875
Married,3,1527,46,Life Sciences,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1527
Married,11,1935,56,Marketing,Female,Doctoral Degree,Over 55,1,Y,STAFF-1935
Married,14,1598,40,Life Sciences,Female,Associates Degree,35 - 44,1,Y,STAFF-1598
Married,29,1784,31,Marketing,Female,Master's Degree,25 - 34,1,Y,STAFF-1784
Married,3,2024,36,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-2024
Married,5,1673,31,Life Sciences,Female,Master's Degree,25 - 34,1,Y,STAFF-1673
Married,16,1436,36,Marketing,Female,Master's Degree,35 - 44,1,Y,STAFF-1436
Married,1,2016,32,Marketing,Female,Master's Degree,25 - 34,1,Y,STAFF-2016
Single,2,1898,27,Medical,Female,Associates Degree,25 - 34,1,Y,STAFF-1898
Single,16,1583,38,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1583
Single,1,1585,36,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-1585
Single,2,1657,20,Medical,Female,Bachelor's Degree,Under 25,1,Y,STAFF-1657
Single,2,1710,36,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-1710
Single,3,1779,34,Life Sciences,Female,Associates Degree,25 - 34,1,Y,STAFF-1779
Single,5,2060,26,Other,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-2060
Single,20,2046,45,Life Sciences,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-2046
Single,11,1757,49,Marketing,Female,Master's Degree,45 - 54,1,Y,STAFF-1757
Divorced,1,1858,28,Life Sciences,Male,Associates Degree,25 - 34,1,Y,STAFF-1858
Divorced,2,1805,38,Human Resources,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1805
Married,4,1722,41,Human Resources,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1722
Divorced,2,1804,35,Medical,Male,Associates Degree,35 - 44,1,Y,STAFF-1804
Divorced,8,1468,40,Medical,Male,High School,35 - 44,1,Y,STAFF-1468
Divorced,7,1482,30,Technical Degree,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1482
Divorced,9,1449,40,Other,Male,Master's Degree,35 - 44,1,Y,STAFF-1449
Divorced,4,1771,33,Technical Degree,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1771
Divorced,1,1994,33,Medical,Male,Associates Degree,25 - 34,1,Y,STAFF-1994
Married,14,1934,47,Technical Degree,Male,Master's Degree,45 - 54,1,Y,STAFF-1934
Married,1,1574,32,Technical Degree,Male,Master's Degree,25 - 34,1,Y,STAFF-1574
Single,9,1813,43,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1813
Single,5,2057,31,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-2057
Single,5,1764,32,Technical Degree,Male,Master's Degree,25 - 34,1,Y,STAFF-1764
Single,5,1471,44,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1471
Single,16,1947,28,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1947
Single,5,1440,37,Technical Degree,Male,Associates Degree,35 - 44,1,Y,STAFF-1440
Single,23,1976,42,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1976
Single,9,2022,39,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-2022
Divorced,29,2019,52,Life Sciences,Male,Master's Degree,45 - 54,1,Y,STAFF-2019
Married,26,1612,45,Marketing,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1612
Married,2,1731,47,Marketing,Male,Master's Degree,45 - 54,1,Y,STAFF-1731
Single,26,1801,46,Life Sciences,Male,Associates Degree,45 - 54,1,Y,STAFF-1801
Married,10,1563,38,Human Resources,Male,Master's Degree,35 - 44,1,Y,STAFF-1563
Married,10,1746,24,Medical,Male,Bachelor's Degree,Under 25,1,Y,STAFF-1746
Divorced,2,1590,29,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1590
Divorced,10,1615,34,Life Sciences,Male,Master's Degree,25 - 34,1,Y,STAFF-1615
Divorced,15,1485,34,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1485
Divorced,1,1431,34,Other,Male,Master's Degree,25 - 34,1,Y,STAFF-1431
Divorced,2,1653,25,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1653
Married,2,1941,49,Life Sciences,Male,High School,45 - 54,1,Y,STAFF-1941
Married,20,1852,29,Medical,Male,High School,25 - 34,1,Y,STAFF-1852
Married,6,1997,38,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1997
Married,10,1720,32,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1720
Married,6,1918,26,Other,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1918
Married,23,2061,36,Medical,Male,Associates Degree,35 - 44,1,Y,STAFF-2061
Married,10,1597,34,Technical Degree,Male,Master's Degree,25 - 34,1,Y,STAFF-1597
Married,1,1668,38,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1668
Single,1,1922,45,Medical,Male,Master's Degree,45 - 54,1,Y,STAFF-1922
Single,18,1412,35,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1412
Single,2,1648,27,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1648
Divorced,20,1812,39,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1812
Divorced,1,1700,37,Medical,Male,Master's Degree,35 - 44,1,Y,STAFF-1700
Married,2,2065,49,Medical,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-2065
Married,7,1477,33,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1477
Single,7,1507,28,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1507
Single,2,1613,31,Other,Male,Master's Degree,25 - 34,1,Y,STAFF-1613
Single,10,1853,32,Marketing,Male,Master's Degree,25 - 34,1,Y,STAFF-1853
Divorced,8,1794,37,Other,Male,Associates Degree,35 - 44,1,Y,STAFF-1794
Married,6,1865,29,Medical,Male,High School,25 - 34,1,Y,STAFF-1865
Single,17,1419,29,Other,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1419
Single,2,1778,43,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1778
Divorced,22,1694,55,Technical Degree,Male,Bachelor's Degree,Over 55,1,Y,STAFF-1694
Divorced,1,1506,28,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1506
Divorced,1,1892,40,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1892
Divorced,20,1881,31,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1881
Divorced,3,1627,39,Medical,Male,Associates Degree,35 - 44,1,Y,STAFF-1627
Divorced,2,1474,40,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1474
Divorced,2,1857,46,Life Sciences,Male,Associates Degree,45 - 54,1,Y,STAFF-1857
Divorced,27,1599,43,Technical Degree,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1599
Divorced,9,1940,38,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1940
Divorced,1,1424,55,Medical,Male,Master's Degree,Over 55,1,Y,STAFF-1424
Divorced,7,1484,49,Life Sciences,Male,Master's Degree,45 - 54,1,Y,STAFF-1484
Divorced,29,1859,29,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1859
Divorced,19,1619,27,Other,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1619
Divorced,2,1671,32,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1671
Divorced,1,1553,45,Technical Degree,Male,Master's Degree,45 - 54,1,Y,STAFF-1553
Divorced,29,1725,24,Medical,Male,High School,Under 25,1,Y,STAFF-1725
Divorced,21,1551,24,Technical Degree,Male,Associates Degree,Under 25,1,Y,STAFF-1551
Divorced,19,1871,39,Other,Male,Master's Degree,35 - 44,1,Y,STAFF-1871
Married,2,2031,42,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-2031
Married,13,1543,37,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1543
Married,11,1434,27,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1434
Married,18,1621,35,Life Sciences,Male,Doctoral Degree,35 - 44,1,Y,STAFF-1621
Married,8,2068,34,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-2068
Married,24,1689,53,Medical,Male,Master's Degree,45 - 54,1,Y,STAFF-1689
Married,10,1867,48,Life Sciences,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1867
Married,1,1989,30,Medical,Male,Associates Degree,25 - 34,1,Y,STAFF-1989
Married,1,1954,29,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1954
Married,5,1473,49,Technical Degree,Male,Master's Degree,45 - 54,1,Y,STAFF-1473
Married,11,1971,43,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1971
Married,1,1415,25,Technical Degree,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1415
Married,1,1438,47,Technical Degree,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1438
Married,23,1826,35,Medical,Male,Master's Degree,35 - 44,1,Y,STAFF-1826
Married,7,1609,30,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1609
Married,5,1696,34,Medical,Male,Associates Degree,25 - 34,1,Y,STAFF-1696
Married,2,1931,27,Technical Degree,Male,Master's Degree,25 - 34,1,Y,STAFF-1931
Married,2,1721,31,Life Sciences,Male,Master's Degree,25 - 34,1,Y,STAFF-1721
Married,16,1729,30,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1729
Married,1,1580,34,Life Sciences,Male,Master's Degree,25 - 34,1,Y,STAFF-1580
Married,1,1903,44,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1903
Married,2,1542,42,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1542
Married,7,1601,35,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1601
Married,6,1911,42,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1911
Married,1,1799,28,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1799
Married,16,1763,30,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1763
Married,9,1707,24,Medical,Male,Bachelor's Degree,Under 25,1,Y,STAFF-1707
Married,6,2062,39,Medical,Male,High School,35 - 44,1,Y,STAFF-2062
Married,28,1523,44,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1523
Married,27,1728,35,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1728
Married,8,1798,33,Life Sciences,Male,Master's Degree,25 - 34,1,Y,STAFF-1798
Married,10,1592,23,Technical Degree,Male,Bachelor's Degree,Under 25,1,Y,STAFF-1592
Married,26,1682,36,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1682
Married,1,2012,40,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-2012
Married,13,1803,42,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1803
Married,28,1596,35,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1596
Married,29,1514,28,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1514
Married,9,1558,29,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1558
Married,10,1618,39,Medical,Male,Doctoral Degree,35 - 44,1,Y,STAFF-1618
Married,21,1698,33,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1698
Married,2,1770,55,Medical,Male,Bachelor's Degree,Over 55,1,Y,STAFF-1770
Married,19,1631,37,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1631
Married,17,1718,26,Medical,Male,Master's Degree,25 - 34,1,Y,STAFF-1718
Single,4,1435,36,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1435
Single,7,1659,36,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1659
Single,20,1533,23,Life Sciences,Male,High School,Under 25,1,Y,STAFF-1533
Single,7,1577,34,Medical,Male,Master's Degree,25 - 34,1,Y,STAFF-1577
Single,24,2014,39,Life Sciences,Male,High School,35 - 44,1,Y,STAFF-2014
Single,1,1981,24,Life Sciences,Male,Associates Degree,Under 25,1,Y,STAFF-1981
Single,9,2008,35,Medical,Male,Master's Degree,35 - 44,1,Y,STAFF-2008
Single,5,1814,41,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1814
Single,2,2048,40,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-2048
Single,1,1952,26,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1952
Single,13,1727,46,Life Sciences,Male,Master's Degree,45 - 54,1,Y,STAFF-1727
Single,1,1677,49,Life Sciences,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1677
Single,5,1623,21,Medical,Male,High School,Under 25,1,Y,STAFF-1623
Single,7,1417,26,Other,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1417
Single,1,1564,35,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1564
Single,25,1545,33,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1545
Single,7,1883,29,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1883
Single,2,2038,32,Technical Degree,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-2038
Single,20,1475,44,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1475
Single,8,1860,42,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1860
Single,1,2007,22,Life Sciences,Male,Associates Degree,Under 25,1,Y,STAFF-2007
Single,12,1982,23,Other,Male,Associates Degree,Under 25,1,Y,STAFF-1982
Single,2,1472,53,Medical,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1472
Divorced,8,1453,31,Life Sciences,Male,Associates Degree,25 - 34,1,Y,STAFF-1453
Divorced,15,1754,30,Marketing,Male,Associates Degree,25 - 34,1,Y,STAFF-1754
Divorced,3,2037,41,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-2037
Divorced,13,1951,34,Medical,Male,Master's Degree,25 - 34,1,Y,STAFF-1951
Divorced,19,1497,29,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1497
Divorced,2,1670,33,Medical,Male,Master's Degree,25 - 34,1,Y,STAFF-1670
Divorced,7,1466,48,Marketing,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1466
Married,9,1548,40,Medical,Male,Associates Degree,35 - 44,1,Y,STAFF-1548
Married,8,1560,33,Life Sciences,Male,Master's Degree,25 - 34,1,Y,STAFF-1560
Married,2,1996,31,Life Sciences,Male,Associates Degree,25 - 34,1,Y,STAFF-1996
Married,5,1749,31,Technical Degree,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1749
Married,1,2013,32,Medical,Male,Master's Degree,25 - 34,1,Y,STAFF-2013
Married,18,1945,35,Medical,Male,Master's Degree,35 - 44,1,Y,STAFF-1945
Married,29,1568,30,Technical Degree,Male,Master's Degree,25 - 34,1,Y,STAFF-1568
Married,14,1582,38,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1582
Married,19,1739,32,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1739
Married,7,1492,35,Life Sciences,Male,High School,35 - 44,1,Y,STAFF-1492
Married,7,1446,32,Marketing,Male,Doctoral Degree,25 - 34,1,Y,STAFF-1446
